,hktv_ad_id,order_number,additional_parent_order,order_date,order_time_range,delivery_date,delivery_timeslot,app_type,device_type,area,district,delivery_district,delivery_zone,estate_name_en,estate_name_chi,housing_type,sku_id,primary_sku_id,bundle_set,quantity,total_price,primary_category,primary_category_name_en,primary_category_name_chi,primary_store
2228,G1YIRPj148lfhrhUo8UovJsEbRETu+P0awSkVhCjwbc=,paDnxEc08JbsLSJRmkur0gZe+/umBsZN4rgoEwrTGvo=,,2022-03-11,15-18,2022-03-19,18:00 - 21:00,MAIN,Android,NT,TSEUNG KWAN O NT,ETK,日出康城,,,Commercial,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,+0ODOKn1dcZX+XM1bJB2EJrmp1TOuGgrh6KP49Oe8lk=,,1,100 - 200,AA11852010001,Supermarket,超級市場,kOlBTIdCDsdBsl0PSx72eriIMjPdbpg7ohQH+ieDMS0=
2229,vSqNrNSXKxZEM4B/9xrvYdkxzglYO7O+ZMqD6ZG7MMc=,alXqfoEQx3Rg1eNxUqH/h+SbrthS1LvpPH9wWMU4FrA=,,2022-03-11,18-21,2022-03-18,18:00 - 21:00,MAIN,iOS,HK,SIU SAI WAN HK,ETH-FVG,小西灣富景舖,,,Commercial,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,2,95 - 100,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2230,IBhfm0B89QRu8wzrMdZ7VIq9B2cqCygac2C0v5YrjEo=,zfA/LR3wOiHWuhAD4I19atCcuolplX7/ZknUPNeQGgA=,,2022-03-11,12-15,2022-03-18,18:00 - 21:00,MAIN,Android,KLN,KOWLOON BAY KLN,ETX-TFP,九龍灣 - 九龍灣德福廣場店,,,Commercial,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2231,UZIv1dSknM4PQOmyqGIJalvvybIHHwN+I1ha93wCZ1o=,jaIX5sAUIqPS6+99DNWnhiucn94aif0qDA/OYeFPOtI=,,2022-03-11,09-12,2022-03-17,14:00 - 18:00,MAIN,Web,HK,MID-LEVELS HK,WTH,半山(羅),,,Private,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2232,7i8pSae+QJv9HrMdmsojkdwwPwsbbK7FnnSKwFq3oLU=,GNmRtIMYvaO1czQG/zDH0MbquLSsSKnp2vXaF2FEzy4=,,2022-03-11,18-21,2022-03-19,18:00 - 21:00,MAIN,iOS,NT,SAI KUNG NT,ETK,西貢,,,Private,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2233,b4TW968787byVaGPeP+Fglol2z+qidqBSVNefPma2eg=,D0/eyv3zevnCzAhA8AEWYfKQl9hsIrgOtE5CNgq1vWc=,,2022-03-11,00-09,2022-03-16,18:00 - 21:00,MAIN,Android,NT,KWAI CHUNG NT,WTX-KWA,新界葵涌廣場店,,,Commercial,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,3,100 - 200,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2234,C0g4eCq4NhBrZlxFFR8w1p6qyEu7/Fj9ju5ghsagyjY=,Ej6zqy2YL8ZaPUe52j2Nx2UTzw05mPKtu1IFvl6B1tM=,,2022-03-11,00-09,2022-03-17,18:00 - 21:00,MAIN,iOS,NT,TIN SHUI WAI NT,NT-TM,天水圍(北),TIN CHUNG COURT,天頌苑,HOS,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2235,j7OWE495d6kQuMpEchTlKYclFlAu1T90j4MJr98dO4I=,oT6/3tTs9S6lW4uQ0lTr/OSspgEn3Wvmlx92428lPsY=,,2022-03-11,21-24,2022-03-26,10:00 - 14:00,MAIN,Web,NT,TSUEN WAN WEST NT,NT-TW,荃灣西(圍),,,Private,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2236,wnin0gtG/U+2qHufKQI7WMK4UNdQq6t/y8l3+ii3lDI=,nSV+wyPigcnZJKEQ96wwjAXqDY6WyooDpQQvrpvI9hA=,,2022-03-11,12-15,2022-03-15,14:00 - 18:00,MAIN,iOS,NT,TUEN MUN NT,NT-HAN,屯門愛定商場店,,,Commercial,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2237,1pb522kYIdyCwyKqXd4Ws+fHVSTVJQ/tsQm1iwcinEQ=,1VjMMdCZ3wCqgtmdvEBhPanLzmOUDNbWxbVwptTvSUc=,,2022-03-11,15-18,2022-03-18,18:00 - 21:00,MAIN,iOS,HK,CHUNG HOM KOK HK,WTH,深水灣,,,HOS,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,BZ/nqrQCMXESj3qPWmBjF2AtwhFkUdOawTK3bgUC8dI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2238,j7OWE495d6kQuMpEchTlKYclFlAu1T90j4MJr98dO4I=,oT6/3tTs9S6lW4uQ0lTr/OSspgEn3Wvmlx92428lPsY=,,2022-03-11,21-24,2022-03-26,10:00 - 14:00,MAIN,Web,NT,TSUEN WAN WEST NT,NT-TW,荃灣西(圍),,,Private,+s4dY7fVzkmwNrHAAP7XdCbC0Owbj5RY8OgD8HOJFd0=,+s4dY7fVzkmwNrHAAP7XdCbC0Owbj5RY8OgD8HOJFd0=,,1,42 - 44,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2239,xClA2K1YzPsOpNrkQJEY/a1SfYgy3fyIR6J6ediElWw=,SvY2DCknZXy8YzI5I3PALSwxAStIzFxjdq6AjHKLTdw=,,2022-03-11,12-15,2022-03-17,14:00 - 18:00,MAIN,iOS,NT,SHATIN NT,NT-TSM,沙田(西),,,Private,+s4dY7fVzkmwNrHAAP7XdCbC0Owbj5RY8OgD8HOJFd0=,+s4dY7fVzkmwNrHAAP7XdCbC0Owbj5RY8OgD8HOJFd0=,,1,42 - 44,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2240,r+Ga8ti3O6XAPM4AmNc+FQeUgtylKywOfviq8MBxu1I=,5xGjAA3L7+DSXLqQGC6GZqZKhNeQVbG2W6NwMSeAEHg=,,2022-03-11,09-12,2022-03-27,14:00 - 18:00,MAIN,iOS,NT,TAI PO NT,NT-TPS,大埔舖,,,Commercial,rbo/oN1yAr4r855uCwNWpit/2tBTW04LdmW1Hr3UddY=,rbo/oN1yAr4r855uCwNWpit/2tBTW04LdmW1Hr3UddY=,,1,48 - 50,AA11852010001,Supermarket,超級市場,GZITkYbn6NxhjUA7mS7Fg4uJBcMOX5S6G/TurGOnKGQ=
2241,s8nw9GzC2gC75a9DSbpWWAzQpb8y9hZY4maSYWUNZeI=,7g3pZ1MA1/4abwabCvhDnbggXJaLlAmMAiB+fVkC0PE=,,2022-03-11,00-09,2022-03-16,10:00 - 14:00,MAIN,iOS,KLN,PRINCE EDWARD KLN,WTK,太子,,,Commercial,RXdT43cXTO2rh1JBWSXhAXrFTsWxtKt6eRcoUBXZqQE=,RXdT43cXTO2rh1JBWSXhAXrFTsWxtKt6eRcoUBXZqQE=,,1,100 - 200,AA11852010001,Supermarket,超級市場,Wnu6KkAvdJGYU5GGE7chwXkLSSyD9UxxrbRuFMnA+Gk=
2242,zrVETQYuCE999xkJM3cnSo+982ugCLLpdVG442K2FMI=,wBJ360IA0Dx4X9a/22+4lCGaKHBTWadV0O0ZEsFskAU=,,2022-03-11,21-24,2022-03-29,14:00 - 18:00,MAIN,iOS,NT,MA ON SHAN NT,NT-TSM,馬鞍山(北),SADDLE RIDGE GARDEN,富寶花園,HOS,P2Nznbe5n1qaQAEi5wVCNMCts/i9zrcwDu08NLCBcmw=,P2Nznbe5n1qaQAEi5wVCNMCts/i9zrcwDu08NLCBcmw=,,1,70 - 75,AA11852010001,Supermarket,超級市場,qz3r0UXmAb9YBx/6Ep78JDGp1UJQfiDqsE8UePobk8A=
2243,6YZoFKBQpsGrmhpVRhTXiJ7wacXNm7hG9VNa9FJbBOE=,/JKCtXaH/ct5kq7wZTsVkA6H4s2OyWkOtlc2rkYno3M=,,2022-03-11,15-18,2022-03-16,18:00 - 21:00,MAIN,Android,KLN,LAM TIN KLN,ETK,藍田,HONG PAK COURT,康柏苑,HOS,oO7+lY0VEZMc0/dJ7hs6ohBQ8+mAQLyZUhNDZRU7g6E=,oO7+lY0VEZMc0/dJ7hs6ohBQ8+mAQLyZUhNDZRU7g6E=,,1,90 - 95,AA11852010001,Supermarket,超級市場,qz3r0UXmAb9YBx/6Ep78JDGp1UJQfiDqsE8UePobk8A=
2244,DB0r+7FeAU+/wGGM4AhwW9jzN324xDsNtgeopaaSf1I=,mbLm38QkwaN84OfFH9eVABIzR+oFxpzaTyQLPF0cHdk=,,2022-03-11,21-24,2022-03-19,18:00 - 21:00,MAIN,Android,HK,ABERDEEN HK,WTH,香港仔,WAH FU ESTATE,華富(二)邨,Public,sLqd755avHq/EKSrqv5vdlDawv+GgF0ha1MPFt/Jb4E=,sLqd755avHq/EKSrqv5vdlDawv+GgF0ha1MPFt/Jb4E=,,1,80 - 85,AA11852010001,Supermarket,超級市場,qz3r0UXmAb9YBx/6Ep78JDGp1UJQfiDqsE8UePobk8A=
2245,VtrOFgRLoW/NXa59BhqdjsxLLgVhVUzqiQ33myap3YQ=,HB2FW66Sn9pg/Ksveq4aD1Kws74brNkLUxOlHNsFepw=,,2022-03-11,12-15,2022-03-19,18:00 - 21:00,MAIN,Android,NT,TSUEN WAN NT,NT-TSU,荃灣港鐵荃灣站店,,,Commercial,sLqd755avHq/EKSrqv5vdlDawv+GgF0ha1MPFt/Jb4E=,sLqd755avHq/EKSrqv5vdlDawv+GgF0ha1MPFt/Jb4E=,,2,100 - 200,AA11852010001,Supermarket,超級市場,qz3r0UXmAb9YBx/6Ep78JDGp1UJQfiDqsE8UePobk8A=
2246,tSvb91KWp3Qoy1c8h2u0WUHhTFIrKATs9g8R/4aasEY=,6wXa0x96sMtpy+is+wGrAupiYif+oe+cj619wI42H5U=,,2022-03-11,15-18,2022-03-17,14:00 - 18:00,MAIN,iOS,HK,TAI HANG HK,ETH,大坑(地),,,Private,aKVSBMNd2wnkTLD8QXKUy/uGAjXm7zwUgmpZdBs3Kxc=,aKVSBMNd2wnkTLD8QXKUy/uGAjXm7zwUgmpZdBs3Kxc=,,1,65 - 70,AA11852010001,Supermarket,超級市場,lPQuyRSoOxh5NGIxEev5cWdtSDLonOlQwP1GdBMly/k=
2247,ZJ71Yo0eDe+d8RUrVilUWU+CdcWwkA69e1knJHHF7gU=,bqbGdw6phduolPwjU/D+u0oVOFPFCk6Ca6ywYShY+Es=,,2022-03-11,15-18,2022-03-26,14:00 - 18:00,MAIN,Web,KLN,HO MAN TIN KLN,WTK,何文田(村),HOMANTIN ESTATE,何文田邨,Public,qUMXdOZL9BZj3Yccn3aBfmBe2ygZqebjjekgS3IlT90=,qUMXdOZL9BZj3Yccn3aBfmBe2ygZqebjjekgS3IlT90=,,1,55 - 60,AA11852010001,Supermarket,超級市場,u7vq8UzrrQplOZ5P7wBbS2tf8NBuj5L9xnQlS7xazqs=
2248,RRdGNM6o+PVUaU8r8AWhwWUymBHTnOaW0FijcwlvW90=,UzBji3S8eY9rKgqV2hqRFjt9GZuUv8Yl+aOylRyB6aI=,,2022-03-11,00-09,2022-03-22,14:00 - 18:00,MAIN,iOS,KLN,LAI CHI KOK KLN,WTK-LBT,荔枝角昇悅居舖,,,Commercial,qUMXdOZL9BZj3Yccn3aBfmBe2ygZqebjjekgS3IlT90=,qUMXdOZL9BZj3Yccn3aBfmBe2ygZqebjjekgS3IlT90=,,1,55 - 60,AA11852010001,Supermarket,超級市場,u7vq8UzrrQplOZ5P7wBbS2tf8NBuj5L9xnQlS7xazqs=
2249,SJeGxrgkOmnVzjUBREftPyzLRCuvb+z0E/IbOoPSIHA=,YG+1q0VgA1Ppv18l8ngn3iiGm1G/Vrn6xtb+vy2C2EE=,,2022-03-11,00-09,2022-03-25,14:00 - 18:00,MAIN,Android,NT,TSEUNG KWAN O NT,ETK,日出康城,,,Commercial,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,,1,75 - 80,AA11852010001,Supermarket,超級市場,BlFXga8qYUKOpM4eFuvjovohwlrNV0CeSVRCSdvz/FA=
2250,2DH/pE0xMXBUApCfESmx4omNRBHkUKJXDsGQnRPAsfk=,9Kqw06IZXxwMik7tVVesjjtPI60Tg9IJRAi2NMkc+6Q=,,2022-03-11,18-21,2022-03-19,18:00 - 21:00,MAIN,Web,HK,SAI WAN HO HK,ETH,西灣河(街),,,Private,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,sjrrmYUr9py2Xnj1+8ZjQ0LsvosMoufJgsVmSqwpOlc=,,1,75 - 80,AA11852010001,Supermarket,超級市場,BlFXga8qYUKOpM4eFuvjovohwlrNV0CeSVRCSdvz/FA=
2251,z3CVG0MCWR9yO2MisREQ8QJ6k+Z+988T9tLh/V7Osco=,VJwzieavcZMWHyjUI/dAuDnZj+JniTw/jQ+h25F+Oeo=,,2022-03-11,18-21,2022-03-19,10:00 - 14:00,MAIN,iOS,NT,TAI WO NT,NT-ST,太和,TAI WO ESTATE,太和邨,Public,D4f92iyJQd6VxD86lpJC0Uc4LyiIygN+K7/7MJuMmic=,D4f92iyJQd6VxD86lpJC0Uc4LyiIygN+K7/7MJuMmic=,,1,55 - 60,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2252,ld044fDNxMIYwZPdETYq9HC+vokXcZVEVtSna12pORI=,37YMTn2/WWl9cHcGa/jLEnRboed0LjHYbMlDzkijljg=,,2022-03-11,18-21,2022-03-24,14:00 - 18:00,MAIN,iOS,NT,YUEN LONG NT,NT-YLS,元朗建業街舖,,,Commercial,8YWur1+Xdosz6wghCmA0rAOjtKieBSiS9mJf9J78D0o=,8YWur1+Xdosz6wghCmA0rAOjtKieBSiS9mJf9J78D0o=,,1,50 - 55,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2253,BQg85vIAAQrfGWf5r3chmXTGm8Zrob9SJAd1WvyG67E=,OdtOYGKyooeJZ+ez5SqRAilPoCMPyrBoU9vSy182zXU=,cqPUp5Kvxazl5nakQ8L57SrqNs3pDcAOX2HaOiQ7IyA=,2022-03-11,15-18,2022-03-27,10:00 - 14:00,MAIN,,KLN,KOWLOON TONG KLN,WTX,九龍城,,,Private,2irjPJRBvqtioaKzeiTHSOsEnODuLENLQGdhQOM67e8=,2irjPJRBvqtioaKzeiTHSOsEnODuLENLQGdhQOM67e8=,,2,70 - 75,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2254,X08HxhjttLGl3gyq03o2SVM1P9N9IzsXtA4kp2j0SUQ=,+DwciIkdifgBlzEUo2HXt6HYFJXV08M5CHG+TyQj1jY=,,2022-03-11,21-24,2022-03-17,10:00 - 14:00,MAIN,Android,KLN,HUNG HOM KLN,WTK,紅磡,WHAMPOA GARDEN,黃埔花園,Private,Z5578+V+vW6Ur4JSFKc9epLLZi9N/zKsQfbKcBgtuyU=,Z5578+V+vW6Ur4JSFKc9epLLZi9N/zKsQfbKcBgtuyU=,,1,34 - 36,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2255,Vx1TR9wz6GhUXeQNmVSKIrk1sAF4QMnodrX1wWPIFZM=,3p4skYAPsD+17kEnGmqko/pCuJRn0M1/w+6kaeoZacI=,,2022-03-11,18-21,2022-04-04,14:00 - 18:00,MAIN,iOS,NT,YUEN LONG NT,NT-TM,元朗(工),,,Private,cwVRNw4GZsweMBan3/h6Gl9LqkbB/BCizrngt+APTGo=,cwVRNw4GZsweMBan3/h6Gl9LqkbB/BCizrngt+APTGo=,,1,50 - 55,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2256,vrHhCgxhuTvvw1cxO7q/i3604f1MgOlymSqzMneOahk=,Xu4vCdqLsupKS8rapWybGPf7ht2I3flSh3Es6Au7c/E=,,2022-03-11,12-15,2022-03-24,14:00 - 18:00,MAIN,Web,NT,TSEUNG KWAN O NT,ETK,將軍澳,SHEUNG TAK ESTATE,尚德邨,Public,lPdxFLoJz0sEavoHLtjs5B+UdsyAvVaBF+n4VcZ/sPw=,lPdxFLoJz0sEavoHLtjs5B+UdsyAvVaBF+n4VcZ/sPw=,,2,100 - 200,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2257,SVYqJPc+2bJz5J3zaUUpwqDEQyt2+ObyrLLgjPbtsJ0=,vuvXRipmP65L3facL0xd/k8ztJAiFQ8NQ1U4obzTuek=,,2022-03-11,09-12,2022-03-17,14:00 - 18:00,MAIN,Web,HK,SHAU KEI WAN HK,ETH,筲箕灣,YIU TUNG ESTATE,耀東邨,Public,JnHloH84shlBmirmP1AFVLg9pLYnQvxkngsHn+ceAEE=,JnHloH84shlBmirmP1AFVLg9pLYnQvxkngsHn+ceAEE=,,1,24 - 26,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2258,OGrLkZ/7GgLWE87/G6k7n0m7fdtuEj21PIqGbdcBP18=,CJGD3gFYqS+QQ0NN16g9k7qeJkFyE3i4gxbshiKx2GY=,,2022-03-11,18-21,2022-03-29,14:00 - 18:00,MAIN,iOS,HK,MID-LEVELS HK,WTH,半山(羅),,,Private,9i1xTSQlV7uRi2yboTFNVcYmOwZ/eVIUxv4hJjyjJpc=,9i1xTSQlV7uRi2yboTFNVcYmOwZ/eVIUxv4hJjyjJpc=,,1,38 - 40,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2259,MA8yIF0MJf8p0xqdq1v6KJiE3bOU8HeOxjPKXfPOMm8=,JAO+GZlaQenGNrxjE5dKZH5btT7KnhyAHj8Ydw5dfRo=,,2022-03-11,00-09,2022-03-17,14:00 - 18:00,MAIN,Android,NT,SHATIN NT,NT-COC,沙田第一城店,,,Commercial,I3vx0zpQFI7949nOeSIYkvN7+gisV8ZQMeyvG5eHUfA=,I3vx0zpQFI7949nOeSIYkvN7+gisV8ZQMeyvG5eHUfA=,,1,42 - 44,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2260,prC2QBdNx91m9TJCAeW7VoCGETtNNm7uwQVBLtasRpA=,VjnQXWNKuGV7vwTgqFq5IR4cillgKl7y3TRnOjHKqEs=,,2022-03-11,00-09,2022-03-21,18:00 - 21:00,MAIN,Android,NT,LAI KING NT,WTX,荔景(地),,,HOS,Wj+n7eqV6b8jrQuEvC6TOoAzgXRNPc7yndHCxMjJPHc=,Wj+n7eqV6b8jrQuEvC6TOoAzgXRNPc7yndHCxMjJPHc=,,1,200 - 300,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2261,ggQLMkyp4HGZnrOnh22X8v35uDfwDdskykYzUXaZ5xw=,bCWlebKk5wVgM+J5OLhQSWDDkQZQOeWhc7vPjLRlY3Q=,,2022-03-11,09-12,2022-04-05,14:00 - 18:00,MAIN,Web,NT,MA ON SHAN NT,NT-TSM,馬鞍山,,,Private,fCVpmSl3TrJZHmTGxhBSbG1R7d2Xiued79bSl90Uj1A=,fCVpmSl3TrJZHmTGxhBSbG1R7d2Xiued79bSl90Uj1A=,,1,200 - 300,AA11852010001,Supermarket,超級市場,A/dprvZaAuogaZDzRal25zAQtJ5wPQZhKR+WsK6soOY=
2262,QXNIQVhH0Upm68Hn9nr3DoWG81ZUCs1O+h+MWSjcfKU=,JWSveW/vq63/0Zj6SE9vwaCSeimUgIHnGQbQOBqsYIM=,,2022-03-11,18-21,2022-03-20,14:00 - 18:00,MAIN,iOS,HK,ABERDEEN HK,WTH-ABC,香港仔 - 香港仔中心店,,,Commercial,XvcDJ45pT8Gx3W38rl+8bvDdll+yYNMlTKSEwahwkzE=,XvcDJ45pT8Gx3W38rl+8bvDdll+yYNMlTKSEwahwkzE=,,1,55 - 60,AA11852010001,Supermarket,超級市場,9kogtP9gZ6hVv0mFLyfdVt+ISTin2Vv/J7p5byvdF/0=
2263,tltJO/YdMxclh45v45H4UO9NxuLQqSGvyjdNCwSu76Q=,4ud/hrQHK7iiKUpRrRpEt1PeZeJQwb+R0ZICLZyWplM=,,2022-03-11,12-15,2022-03-15,14:00 - 18:00,MAIN,iOS,HK,HENG FA CHUEN HK,ETH-PMS,杏花新城鋪,,,Commercial,b48fW+txY5Qid++2jKu4F1Wgm2C1joCs2xvSJVFqIvo=,b48fW+txY5Qid++2jKu4F1Wgm2C1joCs2xvSJVFqIvo=,,1,100 - 200,AA11852010001,Supermarket,超級市場,bCLoKAjv7ooRkrQWTyoHY91Zmn9hhNF5C5ZvjO5dV8I=
2264,5wQivra9JoXCpWUxJARuiULXd6LOaFOZcK1QV6YniLo=,1MBdXHb6uZizZJKHk/uexZUH1AmMOROWIILS7cBaCAY=,,2022-03-11,15-18,2022-03-19,18:00 - 21:00,MAIN,iOS,NT,LOHAS PARK NT,ETK,日出康城,LOHAS PARK PHASE 4A-WING AT SEA,日出康城4期A 晉海,Private,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,,1,48 - 50,AA11852010001,Supermarket,超級市場,WP21l83t1nURS258kPleH1nShJCmoGWGCVqNUKs/I10=
2265,qbpDCkT0r4nWcg2gw4S2ChejXqr4nZxZ4sVHPpLL20g=,mJdtr44CfUM4E5YmDquxhkr97j8/BCa4X8SXPFQ2z3I=,,2022-03-11,09-12,2022-03-15,14:00 - 18:00,MAIN,iOS,NT,FO TAN NT,NT-TSM,火炭,SUI WO COURT,穗禾苑,HOS,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,TLDDByuE5W4XY+rDrwx1dM5tFgcuTQ9+PM11syL6ybI=,,2,95 - 100,AA11852010001,Supermarket,超級市場,WP21l83t1nURS258kPleH1nShJCmoGWGCVqNUKs/I10=
2266,36hgPkIV/Ra3iX3eGmxQboI7A7H4/K2gW4P0i/RiItY=,DlvcSTu36RkiEHcjV1bQdqkwU4/P1j5tioMZO8BXShg=,,2022-03-11,15-18,2022-03-15,10:00 - 14:00,MAIN,Android,KLN,CHOI WAN KLN,ETX-XA0039,牛池灣 - 彩雲商場 Alfred智能櫃 (只接受常溫貨品),,,Commercial,XYBjDMsE0o2B0Jk0f5epXp9+n7G/zfECLdZQGpMJdpQ=,XYBjDMsE0o2B0Jk0f5epXp9+n7G/zfECLdZQGpMJdpQ=,,1,75 - 80,AA11852010001,Supermarket,超級市場,WElk2PfeYCwHQLXU30BkUVvbG23jxAYRTMG8tWgIU6o=
2267,vJGwg6wJf4qYVx0x4qptyzvldZ8vvxOy6TA/J4cbo7Q=,E77V9qAG7rOn4/hZZpmJhmevv1x/uIqecVFspUXnrv4=,,2022-03-11,21-24,2022-03-24,14:00 - 18:00,MAIN,iOS,NT,YUEN LONG NT,NT-KAM,新界港鐵錦上路站店 ,,,Commercial,ALcTaggsphzNSp77QHXHEIbJcMfrJcHpeAY3z0D6XG8=,ALcTaggsphzNSp77QHXHEIbJcMfrJcHpeAY3z0D6XG8=,,1,42 - 44,AA11852010001,Supermarket,超級市場,3dJMKU3IamRmRC0FShTWtMlKGJ3OhFLfx9B0mijZI8Y=
2268,Ydtf3H9Jd/tgWsKafrjjIEij9e/8/WDsfTv0jWtOsPQ=,VzZxxmV9L3+WSk5+dkAoU9oog7cocVqr5+rHMQIKqN0=,,2022-03-11,12-15,2022-03-23,14:00 - 18:00,MAIN,Web,KLN,WONG TAI SIN KLN,ETX,慈雲山,,,Private,TBmwQifXCiKUn4i5CaDLzbjbcbi+4p4EUx3fVlfB4mM=,TBmwQifXCiKUn4i5CaDLzbjbcbi+4p4EUx3fVlfB4mM=,,2,100 - 200,AA11852010001,Supermarket,超級市場,3dJMKU3IamRmRC0FShTWtMlKGJ3OhFLfx9B0mijZI8Y=
2269,VPVdUqVLV9z8vXoo2KrsFgh4fS7LJ9s6wsGuKzdbPW8=,kJ988PSMGTpkZwoCKmtuv8e1VUHCDffiFJ9vlmpZg9w=,,2022-03-11,21-24,2022-03-21,10:00 - 14:00,MAIN,iOS,NT,DISCOVERY BAY NT,NT-TW,愉景灣(內),,,Private,TBmwQifXCiKUn4i5CaDLzbjbcbi+4p4EUx3fVlfB4mM=,TBmwQifXCiKUn4i5CaDLzbjbcbi+4p4EUx3fVlfB4mM=,,1,55 - 60,AA11852010001,Supermarket,超級市場,3dJMKU3IamRmRC0FShTWtMlKGJ3OhFLfx9B0mijZI8Y=
